id	name	pretty_name	so_terms	rna_type	description	seed_count	full_count	clan_id	length
RF00190	SNORA16	Small nucleolar RNA SNORA16B/SNORA16A family	SO:0000594	Gene; snRNA; snoRNA; HACA-box;	The members of this family belong to the H/ACA class of snoRNAs which are predicted to guide the sites of modification of uridines to pseudouridines [2]. This family includes human snoRNAs U98b (SNORA16B) and ACA16 (SNORA16A) [1,2]. There are currently no predicted targets RNAs for either of these snoRNAs [1,2].	29	259	CL00021	135
RF00191	SNORA57	Small nucleolar RNA SNORA57	SO:0000594	Gene; snRNA; snoRNA; HACA-box;	U99 belongs to the H/ACA class of snoRNAs which are thought to guide the sites of modification of uridines to pseudouridines, the target for this family is unknown [1].	26	500	NULL	148
RF00192	BLV_package	Bovine leukaemia virus RNA packaging signal	SO:0000233	Cis-reg;	This family represents the bovine leukaemia virus RNA encapsidation (packaging) signal which is essential for efficient viral replication [1].	5	1	NULL	55
RF00193	CTV_rep_sig	Citrus tristeza virus replication signal	SO:0000233	Cis-reg;	This family represents a predicted replication signal which is highly conserved in citrus tristeza viruses. Replication signals are required for viral replication and are usually found near the 5' and 3' termini. This family is predicted to form ten stem loop structures some of which are essential for functions that provide for efficient viral replication [1].	9	1	NULL	273
RF00194	Rubella_3	Rubella virus 3' cis-acting element	SO:0000233	Cis-reg;	This family represents a cis-acting element found at the 3' UTR in the rubella virus. This family contains three conserved step loop structures. Pfam:PF00262 (CAL) which is known to bind calcium in most eukaryotic cells, is able to specifically bind to the first stem loop. CAL binding is thought to be related to viral pathogenesis and in particular arthritis which is a occurs frequently in rubella infections in adults and is independent of viral viability. All stem loop structures are thought to be important for efficient viral replication and deletion of stem loop three is known to be lethal [1].	25	3	NULL	68
RF00195	RsmY	RsmY RNA family	SO:0000655	Gene; sRNA;	The rsmY gene, like rsmZ (Rfam:RF00166), is regulated by the GacS/GacA signal transduction system in the plant-beneficial soil bacterium and biocontrol model organism Pseudomonas fluorescens CHA0. GacA/GacS target genes are translationally repressed by the small RNA binding protein RsmA. RsmY and RsmZ RNAs bind RsmA to relieve this repression and so enhance secondary metabolism and biocontrol traits [1].	11	51	CL00106	121
RF00196	AMV_RNA1_SL	Alfalfa mosaic virus RNA 1 5' UTR stem-loop	SO:0000204	Cis-reg;	This family represents a putative stem-loop structure found in the 5' UTR in RNA 1 of alfalfa mosaic virus. RNA 1 is responsible for encoding the viral replicase protein P1. This family is required for negative strand RNA synthesis in in the alfalfa mosaic virus and may also be involved in positive strand RNA synthesis [1].	6	1	NULL	35
RF00198	SL1	SL1 RNA	SO:0000233	Gene;	This family represents the SL1 RNA. SL1 is commonly located in the spacer region between 5S-rRNA genes where it is involved in trans-splicing. Trans-splicing is a form of RNA processing. The acquisition of a spliced leader from a SL RNA is a intra-molecular reaction which precisely joins exons derived from separately transcribed RNAs. This mechanism of mRNA maturation has been shown to occur in a number of lower eukaryotes and is commonplace in nematodes [1].	28	910	CL00020	103
RF00199	SL2	SL2 RNA	SO:0000233	Gene;	This family represents SL2 RNA. SL2 RNA is involved in trans splicing in lower eukaryotes. Trans-splicing is a form of RNA processing. The acquisition of a spliced leader from a SL RNA is a intra-molecular reaction which precisely joins exons derived from separately transcribed RNAs [2]. Approximately 25% of C. elegans genes are organised into polycistronic transcription units and the presence of SL2 on an mRNA is an indication the the gene is in an operon [1].	30	306	CL00020	110
RF00200	snoZ199	Small nucleolar RNA Z199	SO:0000593	Gene; snRNA; snoRNA; CD-box;	snoZ199 is a C/D box small nucleolar RNA, which acts as a methylation guide RNA for sites on 18S and 25S rRNA. Rice snoZ199 is reported to be homologous to Arabidopsis snoR13.	17	299	NULL	84
RF00201	snoZ278	Small nucleolar RNA Z278	SO:0001263	Gene; snRNA; snoRNA; CD-box;	snoZ278 is a C/D box small nucleolar RNA. Its methylation guide targets have not been reported.	7	258	NULL	115
RF00202	snoR66	Small nucleolar RNA R66	SO:0000593	Gene; snRNA; snoRNA; CD-box;	snoR66 is a C/D box small nucleolar RNA, which acts as a methylation guide for 18S ribosomal RNA in plants [1]. snoR66 has been alternatively named snoZ269 in rice.	6	188	NULL	76
RF00203	snoR160	Small nucleolar RNA R160	SO:0000593	Gene; snRNA; snoRNA; CD-box;	snoR160 is a C/D box small nucleolar RNA, which acts as a methylation guide for 25S ribosomal RNA in plants [1]. snoR160 has been alternatively named snoZ270 in rice.	9	246	NULL	80
RF00204	snoR12	Small nucleolar RNA R12	SO:0000593	Gene; snRNA; snoRNA; CD-box;	snoR12 is a C/D box small nucleolar RNA, which acts as a methylation guide for 25S ribosomal RNA in plants [1]. snoR12 has been alternatively named snoZ44 in Arabidopsis and snoZ131 in rice.	9	321	NULL	83
RF00205	snoR41	Small nucleolar RNA R41	SO:0000593	Gene; snRNA; snoRNA; CD-box;	snoR41 is a C/D box small nucleolar RNA, which acts as a methylation guide for 18S and 25S ribosomal RNA in plants [1]. snoR41 has been alternatively named snoZ154 and snoZ231 in rice. The 18S methylation site is reported to be homologous to that targeted by U62 in humans (Rfam:RF00153) [1], but the snoRNA sequence similarity is not significant.	7	119	CL00068	97
RF00206	U54	Small nucleolar RNA U54	SO:0000593	Gene; snRNA; snoRNA; CD-box;	U54 is a C/D box small nucleolar RNA, which acts as a methylation guide for 18S ribosomal RNA in plants [1].	21	210	CL00008	81
RF00207	K10_TLS	K10 transport/localisation element (TLS)	SO:0005836	Cis-reg;	This family represents the 44 nucleotide K10 transport/localisation element (TLS) from Drosophila melanogaster. K10 TLS is responsible for the transport and anterior localisation of K10 mRNA and acts to establish dorsoventral polarity in the oocyte [1].	5	9	NULL	44
RF00208	snoR72	Small nucleolar RNA R72	SO:0001263	Gene; snRNA; snoRNA; CD-box;	snoR72 is a C/D box small nucleolar RNA, which acts as a methylation guide for 25S ribosomal RNA in Arabidopsis [1].	5	21	NULL	87
RF00209	IRES_Pesti	Pestivirus internal ribosome entry site (IRES)	SO:0000243	Cis-reg; IRES;	This family represents the internal ribosome entry site (IRES) of the the pestiviruses. The pestivirus IRES allows cap and end-independent translation of mRNA in the host cell. The IRES achieves this by mediating the internal initiation of translation by recruiting a ribosomal 43S pre-initiation complex directly to the initiation codon and eliminates the requirement for eIF4F [1]. The classical swine virus UTR described in [1] appears to be longer at the 5' end than other pestivirus UTRs. This family represents the conserved core.	25	1	CL00017	274
RF00210	IRES_Picorna_2	Aphthovirus internal ribosome entry site (IRES)	SO:0000243	Cis-reg; IRES;	This family represents the internal ribosome entry site (IRES) of the the aphthoviruses. IRES elements allow cap and end-independent translation of mRNA in the host cell. The IRES achieves this by mediating the internal initiation of translation by recruiting a ribosomal 43S pre-initiation complex directly to the initiation codon and eliminates the requirement for eIF4F [2].	92	35	NULL	462
RF00211	SNORD35	Small nucleolar RNA SNORD35	SO:0000593	Gene; snRNA; snoRNA; CD-box;	U35 is a C/D box snoRNA located in intron 6 of ribosomal protein L13A and intron 3 of ribosomal protein S11 in humans [1] and at homologous positions in mouse and chicken ribosomal protein genes. U35 guides the methylation of 2'-O-ribose sites in 28S rRNA.	8	271	CL00056	88
RF00212	SNORD38	Small nucleolar RNA SNORD38	SO:0000593	Gene; snRNA; snoRNA; CD-box;	U38 is a member of the C/D class of snoRNA which contain the C (UGAUGA) and D (CUGA) box motifs. U38 is located in introns 4 and 5 of ribosomal protein S8 in human and in homologous genes in mouse and cow [1]. U38 guides the methylation of 2'-O-ribose residues in 28S rRNA. Mouse MBII-329 snoRNA is homologous to U38 [2].	7	258	CL00051	70
RF00213	snoR38	Small nucleolar RNA R38	SO:0000593	Gene; snRNA; snoRNA; CD-box;	snoR38 is a C/D box small nucleolar RNA conserved across yeast [1], human, Arabidopsis [2] and rice [3]. It is encoded in the intron of elongation factor-1 gamma in both pombe and cerevisiae. snoR38 guides the methylation of 2'-O-ribose sites in 28S rRNA.	19	548	NULL	91
RF00214	Retro_dr1	Retrovirus direct repeat 1 (dr1)	SO:0000233	Cis-reg;	This family represents the direct repeat 1 (dr1) element commonly found in the 3' UTR of Avian sarcoma, Rous sarcoma and Avian leukosis viruses (Alpharetroviruses and Avian type C retroviruses). dr1 is required for efficient viral replication and is thought to be involved in genomic RNA packaging although this may not be its only role [1].	26	3	NULL	90
RF00215	Tombus_3_III	Tombus virus defective interfering (DI) RNA region 3	SO:0000233	Cis-reg;	This family represents region 3 of the defective interfering (DI) RNA element of the Tombus viruses and is found in the 3' UTR. This family has been found to enhance DI RNA accumulation by approximately 10-fold as well as mediating viral replication [1].	28	1	NULL	70
RF00216	IRES_c-myc	c-myc internal ribosome entry site (IRES)	SO:0000243	Cis-reg; IRES;	This family represents the c-myc internal ribosome entry site (IRES). The mammalian c-myc gene is a proto-oncogene which is required for cell proliferation, transformation and death. c-myc mRNA has an alternative method of translation via internal ribosome entry where ribosomes are recruited to the IRES located in the 5' UTR thus bypassing the typical eukaryotic cap-dependent translation pathway [1].	23	34	NULL	302
RF00217	SNORD20	Small nucleolar RNA SNORD20	SO:0000593	Gene; snRNA; snoRNA; CD-box;	U20 is a C/D box small nucleolar RNA that is encoded in intron 11 of the nucleolin gene in human, mouse and rat [1].	13	99	NULL	80
RF00218	SNORD46	Small nucleolar RNA SNORD46	SO:0000593	Gene; snRNA; snoRNA; CD-box;	U40 is a C/D box small nucleolar RNA, also known as snoZ153 in plants. The human sequence has also been annotated in the sequence databases as U46. U40 is encoded in intron 2 of the ribosomal protein S8 gene in human, and is hypothesised to guide methylation of 2'-O-ribose residues on 28S ribosomal RNA [1]. This family represents vertebrate U40.	5	124	CL00061	104
RF00220	Rhino_CRE	Human rhinovirus internal cis-acting regulatory element (CRE)	SO:0000233	Cis-reg;	This family represents a cis-acting regulatory element (CRE) from the human rhinoviruses. The CRE is located within the genome segment encoding the capsid proteins so is found in a protein coding region. The family has been found to be essential for efficient viral replication and it has been suggested that the CRE is required for initiation of minus-strand RNA synthesis [1].	12	6	NULL	86
RF00221	SNORD43	Small nucleolar RNA SNORD43	SO:0000593	Gene; snRNA; snoRNA; CD-box;	U43 is a C/D box small nucleolar RNA that is encoded in intron 1 of the ribosomal protein L3 gene in human and cow [2]. Three other snoRNAs ( U82, U83a and U83b) are also encoded in the same host gene but from different introns [2]. The rice homologue is expressed from a cluster also containing snoR16 [1]. The Arabidopsis homologue is annotated as snoR41 in the sequence databases. U43 is hypothesised to guide methylation of 2'-O-ribose residues on 18S ribosomal RNA [1]. This family represents mammalian U43.	4	77	CL00059	64
